variete;parcelle;trait;arbre;uc.dep;EC1;EC2;EC3;EC4;EC5;EC6;EC7;EC8;EC9;ddeb;year;month;week;type;posit;diam;dsup;date.flo;fruits;pb;date.pb;
cogshall;cirad;T;36;8;1;;;;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;8;2;;;;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;;;;;;;;;11/08/2007;2007;8;32;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;;;;;;;;08/11/2007;2007;11;45;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;;;;;;;28/02/2008;2008;2;9;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;;;;;;;20/06/2008;2008;6;25;F;A;7,7;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;;;;;;;13/09/2008;2008;9;37;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;1;;;;;;11/09/2008;2008;9;37;VF;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;2;;;;;;27/11/2008;2008;11;48;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;3;;;;;;27/11/2008;2008;11;48;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;3;;;;;;21/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;4;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;0;4;;;;;;25/07/2009;2009;7;30;F;A;;NA;;1;NA;;
cogshall;cirad;T;36;9;0;0;0;5;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;1;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;1;;;;;;;18/06/2008;2008;6;25;F;A;5,4;NA;;NA;NA;;
cogshall;cirad;T;36;9;0;0;1;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;;;;;;;;;10/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;;;;;;;;08/11/2007;2007;11;45;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;;;;;;;28/02/2008;2008;2;9;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;;;;;;;27/06/2008;2008;6;26;F;A;6;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;1;;;;;;27/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;1;1;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;2;;;;;;12/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;3;;;;;;27/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;4;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;4;;;;;;11/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;0;5;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;1;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;1;;;;;;;31/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;1;;;;;;;28/06/2008;2008;6;26;F;A;4,4;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;2;;;;;;;28/02/2008;2008;2;9;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;2;;;;;;;01/07/2008;2008;7;27;F;A;3,5;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;3;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;1;0;3;;;;;;;03/07/2008;2008;7;27;F;A;4,5;NA;;NA;NA;;
cogshall;cirad;T;36;9;2;;;;;;;;;10/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;2;0;;;;;;;;08/11/2007;2007;11;45;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;2;0;0;;;;;;;28/02/2008;2008;2;9;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;2;0;0;;;;;;;20/06/2008;2008;6;25;F;A;7;NA;;NA;NA;;
cogshall;cirad;T;36;9;2;0;0;1;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;2;0;0;2;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;3;;;;;;;;;10/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;9;3;0;;;;;;;;08/11/2007;2007;11;45;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;9;3;0;;;;;;;;28/06/2008;2008;6;26;F;A;4,6;NA;;NA;NA;;
cogshall;cirad;T;36;10;;;;;;;;;;18/07/2007;2007;7;29;F;A;;NA;;NA;S;08/06/2009;
cogshall;cirad;T;36;11;0;;;;;;;;;10/08/2007;2007;8;32;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;;;;;;;;08/11/2007;2007;11;45;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;;;;;;;28/02/2008;2008;2;9;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;;;;;;;10/07/2008;2008;7;28;F;A;9,7;NA;;1;NA;;
cogshall;cirad;T;36;11;0;0;0;;;;;;;10/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;;;;;;;10/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;;;;;;;23/07/2008;2008;7;30;FV;L;;NA;;;NA;;
cogshall;cirad;T;36;11;0;0;0;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;1;0;;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;1;1;;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;1;2;;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;2;0;;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;2;1;;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;2;2;;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;2;3;;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;3;0;;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;3;1;;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;3;2;;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;4;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;4;0;;;;;30/08/2009;2009;8;36;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;5;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;0;5;;;;;;03/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;;;;;;;12/07/2008;2008;7;28;F;A;6,9;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;;;;;;;14/07/2008;2008;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;1;0;;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;2;0;;;;;30/08/2009;2009;8;36;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;1;4;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;2;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;2;;;;;;;27/06/2008;2008;6;26;F;A;7,4;NA;;2;NA;;
cogshall;cirad;T;36;11;0;0;2;1;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;2;2;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;2;2;0;;;;;30/08/2009;2009;8;36;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;2;3;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;2;4;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;2;5;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;3;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;3;;;;;;;01/07/2008;2008;7;27;FV;A;7,3;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;3;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;3;1;0;;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;3;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;3;2;0;;;;;30/08/2009;2009;8;36;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;3;3;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;;;;;;;25/06/2008;2008;6;26;F;A;7,3;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;;;;;;;06/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;;;;;;;06/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;;;;;;;06/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;;;;;;27/11/2008;2008;11;48;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;0;;;;;27/11/2008;2008;11;48;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;0;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;0;1;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;0;2;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;0;3;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;0;4;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;0;5;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;0;6;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;1;;;;;27/11/2008;2008;11;48;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;1;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;1;1;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;1;2;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;1;3;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;1;4;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;2;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;3;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;3;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;3;1;;;;30/08/2009;2009;8;36;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;3;2;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;4;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;4;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;1;4;1;;;;30/08/2009;2009;8;36;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;4;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;4;0;;;;;30/08/2009;2009;8;36;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;4;4;1;;;;;30/08/2009;2009;8;36;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;5;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;5;;;;;;;12/07/2008;2008;7;28;F;A;7,4;NA;;NA;NA;;
cogshall;cirad;T;36;11;0;0;5;1;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;1;;;;;;;;;10/08/2007;2007;8;32;V;L;3,8;NA;;NA;S;08/06/2009;
cogshall;cirad;T;36;11;2;;;;;;;;;10/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;;;;;;;;08/11/2007;2007;11;45;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;;;;;;;28/02/2008;2008;2;9;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;;;;;;;08/07/2008;2008;7;28;F;A;6,6;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;1;;;;;;27/11/2008;2008;11;48;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;1;0;;;;;25/12/2008;2008;12;52;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;1;0;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;1;0;1;;;;30/08/2009;2009;8;36;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;1;0;2;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;1;1;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;;;;;;27/11/2008;2008;11;48;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;0;;;;;25/12/2008;2008;12;52;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;0;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;0;1;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;0;2;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;0;3;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;0;4;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;0;5;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;1;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;1;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;2;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;2;2;0;;;;29/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;;;;;;27/11/2008;2008;11;48;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;0;;;;;25/12/2008;2008;12;52;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;0;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;0;1;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;0;2;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;0;3;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;0;4;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;1;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;1;0;;;;30/08/2009;2009;8;36;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;2;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;2;0;;;;28/08/2009;2009;8;35;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;0;3;2;1;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;11;2;0;1;;;;;;;28/02/2008;2008;2;9;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;;;;;;;;;09/08/2007;2007;8;32;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;;;;;;;;17/01/2008;2008;1;3;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;;;;;;;;11/07/2008;2008;7;28;F;A;8,9;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;;;;;;;;11/07/2008;2008;7;28;F;L;;NA;;1;NA;;
cogshall;cirad;T;36;12;0;0;;;;;;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;;;;;;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;;;;;;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;;;;;;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;;;;;;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;1;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;1;1;;;;;;29/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;1;2;;;;;;30/08/2009;2009;8;36;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;2;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;3;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;4;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;4;;;;;;;28/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;4;;;;;;;30/08/2009;2009;8;36;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;4;;;;;;;30/08/2009;2009;8;36;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;0;5;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;1;;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;1;;;;;;;;11/07/2008;2008;7;28;F;A;6,4;NA;;1;NA;;
cogshall;cirad;T;36;12;0;1;;;;;;;;13/07/2008;2008;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;1;;;;;;;;12/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;0;1;1;;;;;;;29/08/2009;2009;8;35;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;1;;;;;;;;;09/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;1;0;;;;;;;;08/11/2007;2007;11;45;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;12;1;0;;;;;;;;13/07/2008;2008;7;29;F;A;6,2;NA;;1;NA;;
cogshall;cirad;T;36;12;1;0;;;;;;;;13/07/2008;2008;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;1;0;1;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;1;0;2;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;2;;;;;;;;;09/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;2;0;;;;;;;;08/11/2007;2007;11;45;V;A;;NA;;NA;NA;;
cogshall;cirad;T;36;12;2;0;;;;;;;;10/07/2008;2008;7;28;F;A;5;NA;;NA;NA;;
cogshall;cirad;T;36;12;2;0;1;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;2;0;2;;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;2;1;;;;;;;;08/11/2007;2007;11;45;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;3;;;;;;;;;10/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;4;;;;;;;;;10/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;12;5;;;;;;;;;11/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;13;;;;;;;;;;23/07/2007;2007;7;30;F;A;;NA;;NA;S;08/06/2009;
cogshall;cirad;T;36;13;;;;;;;;;;24/07/2007;2007;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;13;;;;;;;;;;26/07/2007;2007;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;13;;;;;;;;;;26/07/2007;2007;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;13;;;;;;;;;;01/08/2008;2008;8;31;FV;L;8,7;NA;;NA;NA;;
cogshall;cirad;T;36;14;;;;;;;;;;29/07/2007;2007;7;31;FV;A;;NA;;NA;S;08/06/2009;
cogshall;cirad;T;36;14;;;;;;;;;;21/07/2008;2008;7;30;FV;L;6,7;NA;;NA;NA;;
cogshall;cirad;T;36;14;;;;;;;;;;21/07/2008;2008;7;30;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;;;;;;;;;;20/07/2007;2007;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;15;;;;;;;;;;20/07/2007;2007;7;29;F;L;;NA;;1;NA;;
cogshall;cirad;T;36;15;;;;;;;;;;22/07/2007;2007;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;;;;;;;;;;22/07/2007;2007;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;;;;;;;;;;28/07/2007;2007;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;1;;;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;1;;;;;;;;;11/07/2008;2008;7;28;F;A;5,1;NA;;NA;NA;;
cogshall;cirad;T;36;15;1;1;;;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;1;1;;;;;;;;28/08/2009;2009;8;35;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;1;2;;;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;1;3;;;;;;;;08/01/2009;2009;1;2;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;2;;;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;2;;;;;;;;;11/07/2008;2008;7;28;F;A;4,6;NA;;NA;NA;;
cogshall;cirad;T;36;15;3;;;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;3;;;;;;;;;21/07/2008;2008;7;30;FV;A;3,6;NA;;1;NA;;
cogshall;cirad;T;36;15;4;;;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;4;;;;;;;;;11/07/2008;2008;7;28;F;A;5,7;NA;;NA;NA;;
cogshall;cirad;T;36;15;4;1;;;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;4;1;;;;;;;;25/08/2009;2009;8;35;F;A;;NA;;NA;NA;;
cogshall;cirad;T;36;15;4;2;;;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;36;15;4;3;;;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
